차종,가격,연식,주행거리,연료,변속기,배기량,색상,전손이력,침수이력,소유자변경,썬루프,내비게이션,스마트키,오토라이트,주차감지센서,열선시트,통풍시트,가죽시트
(03무0620)르노코리아 SM3 네오RE,530만원,15년10월(16년형),"131,011km",가솔린,오토,"1,598cc",은색,없음,없음,없음,0,1,1,0,1,1,0,1
(23도3309)기아 K52.0 LPI 럭셔리,400만원,10년06월(11년형),"158,433km",LPG,오토,0cc,회색,없음,없음,5회,0,1,0,0,0,0,0,1
(19어6625)한국GM 라세티 프리미어1.8 CDX ID 고급형,140만원,10년05월(10년형),"156,200km",가솔린,오토,"1,796cc",회색,없음,없음,1회,0,0,1,1,0,1,0,1
(85서3355)현대 그랜드스타렉스3인승 밴 CVX 럭셔리,450만원,10년04월(11년형),"282,043km",디젤,오토,"2,497cc",은색,없음,없음,3회,0,1,0,0,1,1,0,1
(199구4711)기아 K5 3세대2.0 가솔린 노블레스,"2,610만원",23년01월(23년형),"3,000km",가솔린,오토,"2,000cc",남색,없음,없음,없음,0,0,0,0,0,0,0,0
(40도4064)기아 EV6롱 레인지 2WD 어스,"4,100만원",23년04월(23년형),"14,216km",전기,오토,111cc,회색,없음,없음,없음,0,0,0,0,0,0,0,0
(97도3326)기아 봉고31톤 초장축 더블캡 CRDi DLX DLX,"1,550만원",19년01월(19년형),"42,458km",디젤,오토,"2,497cc",베이지,없음,없음,없음,0,0,0,0,1,1,0,1
(13모6944)현대 제네시스 쿠페380 GT-P,"1,890만원",12년12월(12년형),"96,197km",가솔린,수동,"3,778cc",흰색,없음,없음,8회,0,0,0,0,1,0,0,0
(60누7557)기아 올 뉴 카니발9인승 2.2 디젤 아웃도어 럭셔리,"1,250만원",14년11월(15년형),"180,686km",디젤,오토,"2,199cc",진주색,없음,없음,2회,0,1,1,1,1,1,1,1
(159나7126)현대 더 뉴 아반떼 ADSmartstream G1.6 스타일,"1,100만원",17년02월(17년형),"61,868km",가솔린,오토,"1,591cc",흰색,없음,없음,3회,0,1,0,0,0,0,0,0
(56누0383)현대 LF쏘나타LPI 모던 장애인용,"1,190만원",15년09월(16년형),"124,671km",LPG,오토,"1,999cc",회색,없음,없음,없음,1,1,1,1,1,1,1,1
(13주0916)현대 싼타페 더 프라임디젤 R2.0 2WD 7인승 익스클루시브 스페셜,"1,499만원",15년12월(16년형),"134,281km",디젤,오토,"1,995cc",흰색,없음,없음,3회,1,1,1,1,1,1,1,1
(18누8263)기아 all new 모닝럭셔리,480만원,13년03월(13년형),"125,705km",가솔린,오토,998cc,베이지색,없음,없음,4회,0,0,1,0,1,1,0,0
(244도1440)현대 쏘나타 더 브릴리언트CVVL 스마트,569만원,13년01월(13년형),"163,913km",가솔린,오토,"1,999cc",검정색,없음,없음,2회,0,1,1,0,1,1,0,0
(225오8883)기아 더 뉴 쏘렌토 MQ42.5 T-GDI AWD 시그니처,"4,599만원",23년04월(23년형),"15,109km",가솔린,오토,"2,497cc",미색,없음,없음,없음,0,0,0,0,0,0,0,0
(106나9375)현대 i30 (PD)1.4 터보 스마트,830만원,17년02월(17년형),"154,056km",가솔린,오토,0cc,흰색,없음,없음,3회,1,1,0,0,0,0,0,0
(811어9802)현대 포터2초장축 하이내장탑차 슈퍼캡 PLUS(경제),"1,890만원",22년08월(22년형),"51,430km",디젤,오토,"2,497cc",흰색,없음,없음,2회,0,1,1,1,0,1,1,1
(244오2367)제네시스 G803.3 GDI AWD 프리미엄 럭셔리,"2,100만원",19년09월(19년형),"134,771km",가솔린,오토,"3,342cc",파랑색,없음,없음,1회,0,1,1,1,1,1,1,1
(173루6801)현대 더 뉴 그랜저2.5 익스클루시브,"3,050만원",21년05월(21년형),"74,817km",가솔린,오토,"2,497cc",검정,없음,없음,없음,0,1,1,1,1,1,1,1
(68소9069)KG모빌리티 렉스턴W7인승 4WD RX7 프레스티지,790만원,12년10월(13년형),"141,035km",디젤,오토,"1,998cc",은색,없음,없음,1회,0,0,0,0,0,0,0,0
(97고5958)기아 더 뉴 봉고31톤 킹캡 초장축 2WD GLS,"1,690만원",20년02월(20년형),"56,207km",디젤,오토,"2,497cc",흰색,없음,없음,3회,0,1,0,1,1,1,1,1
(41누1482)한국GM 쉐보레 스파크LT 기본형,375만원,14년01월(14년형),"97,681km",가솔린,오토,995cc,하늘색,없음,없음,2회,0,1,0,0,1,1,0,1
(53두4863)한국GM 더 뉴 스파크Premier 기본형,899만원,18년11월(19년형),"9,246km",가솔린,오토,999cc,회색,없음,없음,없음,0,1,1,1,1,1,0,1
(139나3066)현대 제네시스BH330 LUXURY 기본형,680만원,11년10월(12년형),"199,061km",가솔린,오토,"3,342cc",검정색,없음,없음,2회,0,1,1,1,1,1,1,1
(172무6452)한국GM 더 뉴 트랙스1.6 디젤 LT 기본형,870만원,17년07월(18년형),"85,945km",디젤,오토,0cc,빨강색,없음,없음,6회,0,0,1,0,0,0,0,1
(307로5101)한국GM 더 뉴 말리부2.0 터보 퍼펙트 블랙,"1,690만원",19년03월(19년형),"91,442km",가솔린,오토,"1,998cc",검정색,없음,없음,1회,1,1,1,1,1,1,1,1
(33누2480)기아 K7VG270 디럭스 스페셜,620만원,11년02월(11년형),"120,687km",가솔린,오토,"2,656cc",검정색,없음,없음,2회,0,1,0,0,1,1,0,1
(122조2503)현대 펠리세이드3.8 가솔린 7인승 AWD 프레스티지,"2,650만원",19년09월(19년형),"100,943km",가솔린,오토,"3,778cc",검정,없음,없음,1회,0,0,0,0,0,0,0,1
(05두4024)기아 스포티지 4세대디젤 1.7 2WD 트렌디,"1,450만원",18년02월(18년형),"69,507km",디젤,오토,"1,685cc",진주색,없음,없음,없음,0,1,1,0,1,1,0,1
(01소6432)기아 스팅어2.0 터보 4WD 플래티넘,"2,090만원",17년11월(18년형),"99,000km",가솔린,오토,"1,998cc",검정색,없음,없음,4회,0,1,1,1,1,1,1,0
(172두2378)현대 코나 하이브리드1.6 HEV 모던 스페셜,"1,880만원",19년10월(20년형),"82,831km",하이브리드(가솔린),오토,"1,600cc",인기색상,없음,없음,1회,0,0,0,0,0,0,0,1
(43라5315)현대 그랜저IG 하이브리드익스클루시브 기본형,"2,360만원",17년06월(18년형),"53,381km",하이브리드(가솔린),오토,0cc,흰색,없음,없음,4회,0,0,0,0,0,0,0,0
(275어1442)기아 더 뉴 레이1.0 가솔린 스탠다드,"1,290만원",21년06월(21년형),"52,278km",가솔린,오토,998cc,흰색,없음,없음,없음,0,1,1,0,1,1,0,1
(55저0629)KG모빌리티 티볼리디젤 VX,750만원,16년01월(16년형),"132,653km",디젤,오토,"1,597cc",남색,없음,없음,3회,0,0,1,0,0,0,0,0
(64노0428)르노코리아 SM62.0 LPe 장애인용 LE,990만원,16년03월(16년형),"100,000km",LPG,CVT,"1,998cc",검정색,없음,없음,1회,0,1,1,0,1,1,1,1
(92마7620)기아 봉고31톤 킹캡 초장축 CRDi 럭셔리,650만원,13년09월(13년형),"61,386km",디젤,수동,"2,497cc",흰색,없음,없음,1회,0,0,0,0,0,1,0,1
(02두8017)현대 아반떼AD1.6 GDi Value Plus,"1,200만원",17년11월(18년형),"61,900km",가솔린,오토,"1,591cc",흰색,없음,없음,1회,0,1,1,1,1,1,0,0
(156러8669)현대 그랜저IG2.4 프리미엄 기본형,"1,949만원",17년06월(18년형),"73,236km",가솔린,오토,"2,359cc",흰색,없음,없음,5회,1,1,1,1,1,1,1,1
(85마2020)기아 더 뉴 봉고31톤 킹캡 초장축 2WD L 라이트,"1,490만원",21년01월(21년형),"96,498km",디젤,수동,"2,497cc",흰색,없음,없음,없음,0,0,0,0,1,1,1,1
(257구5498)한국GM 트레일블레이저1.35 가솔린 2WD Premier,"2,120만원",21년03월(22년형),"17,783km",가솔린,CVT,"1,341cc",쥐색,없음,없음,1회,0,0,1,1,1,1,0,1
(158다3483)기아 올 뉴 K31.6 가솔린 프레스티지,"1,670만원",19년12월(20년형),"27,824km",가솔린,CVT,"1,598cc",파랑색,없음,없음,1회,0,1,1,1,1,1,1,1
(91무4298)기아 봉고31톤 냉동탑차 초장축 경제형 킹캡 디럭스,350만원,12년05월(12년형),"150,000km",디젤,수동,"2,497cc",흰색,없음,없음,5회,0,0,0,0,0,0,0,0
(08우6847)현대 아반떼AD1.6 GDi Value Plus,"1,390만원",18년04월(18년형),"79,558km",가솔린,오토,"1,591cc",흰색,없음,없음,없음,0,1,1,1,1,1,0,0
(23우3716)현대 투싼ix디젤 2WD LMX20 프리미엄,600만원,10년07월(11년형),"189,371km",디젤,오토,"1,995cc",쥐색,없음,없음,2회,0,0,0,0,0,0,0,1
(37어8325)제네시스 EQ9003.3 T-GDI AWD 프레스티지,"4,199만원",17년07월(18년형),"58,670km",가솔린,오토,"3,342cc",검정색,없음,없음,5회,0,0,0,0,0,1,1,1
(22러2261)현대 그랜저HGLPG HG300 프라임,630만원,12년02월(12년형),"157,443km",LPG,오토,"3,000cc",흰색,없음,없음,1회,0,0,1,1,0,1,0,1
(29우3620)기아 니로1.6 프레스티지,"1,620만원",16년12월(17년형),"70,887km",하이브리드(가솔린),오토,"1,580cc",흰색,없음,없음,1회,0,1,1,1,1,1,1,1
(363도6354)현대 디 올 뉴 그랜저 하이브리드1.6 터보 가솔린 캘리그래피,"5,190만원",24년03월(24년형),142km,하이브리드(가솔린),오토,"1,598cc",회색,없음,없음,없음,0,1,1,1,1,1,1,1
(334다5706)현대 베뉴가솔린 1.6 모던,"1,750만원",22년10월(22년형),"7,700km",가솔린,CVT,"1,598cc",파랑색,없음,없음,1회,0,1,1,1,1,1,1,1
(64러5287)현대 LF쏘나타LPI 모던 장애인용,"1,150만원",14년05월(15년형),"129,669km",LPG,오토,"1,999cc",검정색,없음,없음,2회,1,1,1,1,1,1,1,1
(107조4295)기아 모닝 어반(JA)1.0 가솔린 프레스티지,"1,050만원",22년10월(23년형),"19,800km",가솔린,오토,999cc,검정색,없음,없음,없음,0,0,1,1,1,1,1,1
(35러4203)현대 더 뉴 아반떼1.6 VGT 스마트 기본형,520만원,15년07월(16년형),"150,000km",디젤,오토,"1,582cc",은색,없음,없음,6회,0,0,0,0,0,0,0,0
(174나4601)현대 쏘나타 (DN8)2.0 프리미엄,"1,499만원",19년04월(20년형),"84,429km",가솔린,오토,"1,999cc",검정색,없음,없음,1회,0,1,1,1,1,1,1,1
(77마6670)KG모빌리티 코란도 투리스모4WD RT 11인승,600만원,14년01월(14년형),"102,680km",디젤,오토,"1,998cc",검정색,없음,없음,5회,0,1,1,1,1,1,0,1
(85도0984)현대 포터2초장축 하이내장탑차 슈퍼캡 PLUS(경제),680만원,16년08월(17년형),"167,014km",디젤,수동,"2,497cc",흰색,없음,없음,4회,0,1,0,0,1,0,0,0
(271주4114)현대 그랜저IG렌터카 3.0 LPi 모던 기본형,"1,679만원",18년02월(18년형),"101,195km",LPG,오토,"2,999cc",검정색,없음,없음,1회,0,1,1,1,1,1,0,1
(17도7008)현대 싼타페 TM디젤 2.2 2WD 익스클루시브,"1,790만원",18년04월(19년형),"132,890km",디젤,오토,"2,199cc",회색,없음,없음,3회,0,1,1,1,1,1,1,1
(808수5760)기아 더 뉴 봉고3내장탑차 1톤 저상형 킹캡 초장축 L라이트,"1,750만원",20년03월(20년형),"25,427km",디젤,오토,"2,497cc",흰색,없음,없음,2회,0,0,0,0,1,1,0,1
(57도8142)기아 더 뉴 스포티지 R디젤 2WD 프레스티지,880만원,15년01월(15년형),"129,500km",디젤,오토,"1,995cc",흰색,없음,없음,3회,1,0,1,0,1,1,1,1
(816무5738)기아 더 뉴 봉고31톤 킹캡 초장축 2WD L 라이트,"1,730만원",20년07월(20년형),"36,438km",디젤,오토,"2,497cc",흰색,없음,없음,3회,0,1,0,0,0,1,0,1
(49나1352)현대 싼타페 TM가솔린 2.0T 2WD 익스클루시브 스페셜,"2,220만원",18년08월(19년형),"58,497km",가솔린,오토,"1,998cc",회색,없음,없음,없음,0,1,1,1,1,1,1,1
(30너2152)한국GM 쉐보레 아베오LS 고급형,220만원,11년09월(12년형),"215,595km",가솔린,수동,"1,599cc",검정색,없음,없음,4회,0,1,0,0,1,0,0,1
(146두4729)KG모빌리티 티볼리 아머1.6 가솔린 TX 2WD,"1,190만원",18년12월(19년형),"70,500km",가솔린,오토,"1,597cc",흰색,없음,없음,2회,0,1,1,1,1,1,0,1
(19주3986)현대 투싼ix디젤 2WD LX20 럭셔리,690만원,12년11월(13년형),"118,522km",디젤,오토,"1,995cc",흰색,없음,없음,1회,0,0,1,1,1,1,0,1
(42러0466)르노코리아 뉴SM5 플래티넘SE Plus,319만원,13년05월(13년형),"172,534km",가솔린,오토,0cc,검정색,없음,없음,7회,0,0,0,0,0,0,0,0
(03노0300)기아 레이1.0 가솔린 Turbo 프레스티지,"1,170만원",16년11월(16년형),"27,203km",가솔린,오토,998cc,파랑색,없음,없음,3회,0,1,1,1,1,1,0,1
(15오4458)현대 맥스크루즈디젤(e-VGT)2.2 2WD 익스클루시브 7인승 기본형,"1,250만원",15년02월(15년형),"123,788km",디젤,오토,"2,199cc",흰색,없음,없음,5회,1,1,1,0,1,1,1,1
(19너9302)기아 더 뉴 카니발9인승 2.2 디젤 럭셔리,"1,790만원",18년08월(19년형),"98,584km",디젤,오토,"2,199cc",회색,없음,없음,1회,0,1,1,1,1,1,1,1
(39다0358)기아 올 뉴쏘렌토디젤 2.0 2WD 프레스티지,"1,750만원",16년09월(17년형),"66,346km",디젤,오토,"1,995cc",검정,없음,없음,없음,0,1,1,1,1,1,1,1
(811가4898)기아 봉고31톤 초장축 킹캡 CRDi 럭셔리,"1,580만원",18년07월(19년형),"72,303km",디젤,오토,"2,497cc",흰색,없음,없음,4회,0,0,0,0,1,1,0,1
(91거5679)현대 포터2초장축 슈퍼캡 CRDi DLX 기본형,800만원,12년11월(13년형),"98,350km",디젤,수동,"2,497cc",파랑색,없음,없음,없음,0,0,0,0,0,0,0,0
(60더8676)기아 스포티지 4세대디젤 1.7 2WD 노블레스,"1,290만원",15년11월(16년형),"87,326km",디젤,오토,0cc,흰색,없음,없음,5회,1,1,1,0,0,0,0,1
(82너9182)현대 그랜드스타렉스3인승 밴 CVX 스마트,730만원,16년02월(16년형),"233,203km",디젤,오토,"2,497cc",흰색,없음,없음,1회,0,0,0,1,1,1,0,0
(46두0728)현대 LF쏘나타LPI 모던 장애인용,"1,360만원",16년06월(17년형),"79,223km",LPG,오토,"1,999cc",흰색,없음,없음,1회,1,1,1,1,1,1,1,1
(08우8339)르노코리아 SM5 노바PE,780만원,17년09월(17년형),"59,000km",가솔린,오토,"1,998cc",회색,없음,없음,2회,0,1,1,0,1,1,0,1
(49너3270)현대 LF쏘나타2.0 스마트 기본형,"1,220만원",17년05월(17년형),"90,900km",가솔린,오토,0cc,회색,없음,없음,1회,0,1,1,1,1,1,0,1
(204나9588)제네시스 G903.8 GDi AWD 럭셔리,"3,499만원",19년05월(19년형),"96,043km",가솔린,오토,"3,778cc",검정색,없음,없음,1회,0,1,1,1,1,1,1,1
(269로1091)기아 더 뉴 기아 레이1.0 가솔린 시그니처,"1,730만원",23년03월(23년형),"6,200km",가솔린,오토,998cc,회색,없음,없음,없음,0,0,1,1,1,1,1,1
(38호5494)현대 올 뉴 투싼디젤(e-VGT R)2.0 2WD 모던,"1,730만원",19년03월(19년형),"42,000km",디젤,오토,"2,000cc",흰색,없음,없음,없음,0,0,1,1,1,1,0,1
(16저6096)기아 포르테 해치백1.6 GDI 럭셔리,480만원,12년09월(13년형),"91,352km",가솔린,오토,0cc,흰색,없음,없음,1회,0,0,0,0,0,0,0,0
(78구0820)현대 더 뉴 그랜드 스타렉스LPi 어린이보호차 12인승,"2,950만원",20년06월(20년형),"39,834km",LPG,오토,"2,359cc",노랑색,없음,없음,없음,0,0,0,1,1,1,0,1
(62주6155)르노코리아 뉴SM3RE 기본형,200만원,09년07월(10년형),"140,000km",가솔린,오토,"1,598cc",은색,없음,없음,4회,0,0,0,0,0,0,0,1
(89부5213)한국GM 라보카고 STD,450만원,15년01월(15년형),"123,068km",LPG,수동,796cc,청색,없음,없음,6회,0,0,0,0,0,0,0,0
(352가5777)한국GM 트래버스3.6 V6 Premier,"2,650만원",20년02월(20년형),"65,634km",가솔린,오토,"3,564cc",검정색,없음,없음,1회,0,1,0,0,0,0,0,0
(138노7743)현대 뉴 투싼 ix디젤(e-VGT)2WD 스마트 스페셜,700만원,14년09월(15년형),"153,087km",디젤,오토,"1,995cc",흰색,없음,없음,2회,0,1,0,0,1,1,0,1
(09오8089)현대 그랜저IG3.0 익스클루시브 기본형,"1,690만원",17년03월(17년형),"131,613km",가솔린,오토,"2,999cc",검정색,없음,없음,2회,0,1,1,1,1,1,1,1
(77조6481)현대 더 뉴 그랜드 스타렉스웨건 11인승 모던,"2,050만원",18년02월(18년형),"33,558km",디젤,오토,"2,500cc",흰색,없음,없음,2회,0,0,0,1,1,1,1,1
(806너6891)기아 더 뉴 봉고31톤 표준캡 초장축 2WD GLS,"2,290만원",22년11월(22년형),"6,927km",디젤,오토,"2,497cc",흰색,없음,없음,없음,0,0,0,0,1,1,0,1
(05가0521)기아 니로1.6 프레스티지,"1,599만원",16년08월(17년형),"92,472km",하이브리드(가솔린),오토,0cc,검정색,없음,없음,2회,0,1,0,0,0,0,0,1
(35도8882)기아 올 뉴 카니발9인승 2.2 디젤 프레스티지,"1,600만원",14년11월(15년형),"63,435km",디젤,오토,"2,199cc",흰색,없음,없음,1회,0,0,0,0,0,0,0,0
(344어7100)기아 더 뉴 쏘렌토2.0 디젤 2WD 마스터,"1,990만원",19년09월(20년형),"111,661km",디젤,오토,"1,995cc",미색,없음,없음,없음,1,1,1,0,1,1,1,1
(843다6653)기아 더 뉴 봉고3LPG 1톤 킹캡 초장축 2WD L 라이트,"2,350만원",24년02월(24년형),"4,526km",LPG,오토,0cc,흰색,없음,없음,1회,0,0,1,0,0,0,0,1
(58무1068)현대 펠리세이드2.2 디젤 8인승 AWD 프레스티지,"2,750만원",19년01월(19년형),"110,609km",디젤,오토,"2,200cc",회색,없음,없음,1회,1,1,1,1,1,1,1,1
(24라3198)기아 K3디럭스,630만원,14년06월(15년형),"111,066km",가솔린,오토,"1,591cc",흰색,없음,없음,없음,0,0,0,0,0,0,0,0
(306무5414)기아 K5 2세대2.0 가솔린 MX 노블레스 스페셜,"1,200만원",16년06월(16년형),"143,791km",가솔린,오토,"1,999cc",검정색,없음,없음,7회,0,1,1,1,1,1,1,1
(62나9112)현대 LF쏘나타LPI 프리미엄 일반형,"1,150만원",14년04월(15년형),"90,000km",LPG,오토,0cc,흰색,없음,없음,2회,0,1,0,0,0,0,0,0
(90거6716)현대 포터2초장축 슈퍼캡 냉동탑차 SUP 트윈컴프,"2,390만원",20년11월(20년형),"74,545km",디젤,오토,"2,497cc",흰색,없음,없음,1회,0,0,0,0,0,0,0,0
(31누1111)현대 LF쏘나타2.0 스타일 스페셜,"1,530만원",17년04월(17년형),"25,777km",가솔린,오토,"1,999cc",쥐색,없음,없음,5회,0,1,1,1,1,1,0,1
(17마7671)한국GM 쉐보레 올란도LT 세이프티팩,719만원,17년03월(17년형),"120,748km",디젤,오토,"1,598cc",회색,없음,없음,3회,0,1,1,1,1,1,0,0
(42오9756)현대 그랜저HGHG240 럭셔리,740만원,11년11월(12년형),"134,231km",가솔린,오토,"2,359cc",검정색,없음,없음,1회,0,0,1,0,1,1,0,0
(203소8321)기아 K5 3세대1.6 가솔린 터보 시그니처,"2,990만원",22년11월(23년형),"15,325km",가솔린,오토,0cc,검정색,없음,없음,1회,1,1,1,0,0,0,0,0
(48소3602)기아 K5가솔린 2.4 GDI 노블레스,580만원,10년10월(11년형),"126,227km",가솔린,오토,"2,359cc",회색,없음,없음,2회,1,1,1,1,1,1,0,1
(188오5521)기아 니로1.6 프레스티지,"1,120만원",17년03월(17년형),"171,154km",하이브리드(가솔린),오토,0cc,회색,없음,없음,1회,0,1,1,0,0,0,0,1
(25더2219)한국GM 쉐보레 말리부2.0 LT 디럭스팩,540만원,15년01월(15년형),"138,000km",가솔린,오토,"2,000cc",검정색,없음,없음,1회,0,1,1,1,1,1,0,1
(262고4725)현대 더 뉴 팰리세이드2.2 디젤 2WD 르블랑,"4,150만원",23년07월(24년형),"5,800km",디젤,오토,"2,199cc",검정색,없음,없음,1회,0,1,1,1,1,1,1,1
(190수5712)기아 더 뉴 쏘렌토 MQ42.2 디젤 AWD 노블레스,"2,930만원",21년03월(21년형),"94,365km",디젤,오토,"2,151cc",검정색,없음,없음,2회,0,1,1,0,0,1,0,1
(38러3135)기아 더 뉴 K5 하이브리드 2세대2.0 HEV 노블레스,"2,050만원",19년07월(20년형),"73,000km",하이브리드(가솔린),오토,"1,999cc",검정,없음,없음,없음,0,1,0,1,1,1,0,1
(79두9213)현대 그랜드스타렉스12인승 왜건 CVX 스마트,"1,430만원",17년07월(18년형),"120,043km",디젤,오토,"2,497cc",파랑색,없음,없음,6회,0,0,0,0,0,0,0,0
(59서0300)KG모빌리티 티볼리가솔린 VX,"1,070만원",16년10월(17년형),"81,593km",가솔린,오토,"1,597cc",파랑색,없음,없음,2회,0,1,1,1,1,1,1,1
(246고4706)현대 그랜저HG더 타임리스,990만원,16년05월(17년형),"215,400km",가솔린,오토,"2,987cc",흰색,없음,없음,3회,0,1,1,1,1,1,1,1
(128구3083)현대 그랜저IG렌터카 3.0 LPi 모던 기본형,"1,699만원",19년08월(19년형),"117,922km",LPG,오토,"2,999cc",검정,없음,없음,1회,0,1,1,0,1,1,1,1
(204나9582)제네시스 G803.3 GDI 럭셔리 스페셜,"2,750만원",20년02월(20년형),"80,111km",가솔린,오토,"3,342cc",검정색,없음,없음,1회,0,1,1,1,1,1,1,1
(89루6383)현대 포터2초장축 슈퍼캡 CRDi DLX 기본형,690만원,14년05월(15년형),"187,488km",디젤,오토,0cc,파랑색,없음,없음,1회,0,0,0,0,0,0,0,1
(22라4639)현대 아이오닉 일렉트릭I,"1,390만원",17년08월(18년형),"9,641km",전기,오토,78cc,흰색,없음,없음,1회,0,0,1,0,0,1,0,0
