브랜드,차이름,가격,연식,주행거리,연료,변속기,배기량,색상,소유자변경,썬루프,내비게이션,스마트키,오토라이트,주차감지센서,열선시트,통풍시트,가죽시트,사고이력,사이트
제네시스,G80 (RG3) 가솔린 터보 2.5 AWD,"6,320만원",13,"19,562km",가솔린,,"2,497cc",청색,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,KCar
현대,디 올 뉴 싼타페 가솔린 2.5 터보 2WD 프레스티지,"3,770만원",7,"2,458km",가솔린,,"2,497cc",검정색,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,KCar
기아,더 뉴 레이 시그니처,"1,190만원",32,"28,394km",가솔린,,998cc,하늘색,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,KCar
현대,더 뉴 벨로스터 1.6 터보 디 스펙,"1,110만원",94,"64,000km",가솔린,,"1,591cc",청색,5,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,KCar
제네시스,G80 (RG3) 가솔린 터보 2.5 AWD,"5,950만원",27,"21,980km",가솔린,,"2,497cc",흰색,3,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,KCar
현대,투싼 (4세대) 2.0 디젤 AWD 인스퍼레이션,"2,590만원",39,"55,221km",디젤,,"1,998cc",쥐색,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,KCar
기아,K5 2세대 LPI SX 럭셔리,"1,050만원",85,"112,055km",LPG,,"1,999cc",흰색,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0,KCar
쉐보레(GM대우),올 뉴 카마로 SS 6.2 V8,"2,270만원",90,"97,049km",가솔린,,"6,162cc",검정색,5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,KCar
현대,아이오닉 하이브리드 Q,"1,230만원",83,"122,327km",가솔린+전기,,"1,580cc",쥐색,4,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0,KCar
현대,아반떼 MD M16 GDI 모던,780만원,137,"98,369km",가솔린,,"1,591cc",검정색,5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1,KCar
기아,더 뉴 기아 레이 밴 (2인승) 프레스티지 스페셜,"1,490만원",7,"4,708km",가솔린,,998cc,검정색,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0,KCar
기아,레이 프레스티지,890만원,122,"69,044km",가솔린,,998cc,진주색,5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1,KCar
기아,K3 럭셔리,690만원,112,"105,768km",가솔린,,"1,591cc",은색,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,KCar
기아,더 뉴 스포티지 R 디젤 4WD 트렌디,890만원,126,"99,216km",디젤,,"1,995cc",쥐색,5,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1,KCar
기아,K5 3세대 하이브리드 프레스티지,"2,150만원",36,"88,790km",가솔린+전기,,"1,999cc",검정색,2,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,KCar
기아,올 뉴 모닝 럭셔리,590만원,118,"106,260km",가솔린,,998cc,쥐색,2,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1,KCar
기아,올 뉴 모닝 (JA) 트렌디,770만원,49,"76,383km",가솔린,,998cc,진주색,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,KCar
쉐보레(GM대우),말리부 2.0 LTZ 디럭스팩(블랙휠),720만원,147,"82,080km",가솔린,,"1,998cc",쥐색,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,KCar
기아,더 뉴 레이 시그니처,"1,450만원",30,"30,385km",가솔린,,998cc,검정색,3,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,KCar
쉐보레(GM대우),더 넥스트 스파크 LT 플러스,640만원,84,"46,337km",가솔린,,999cc,진주색,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,KCar
쉐보레(GM대우),크루즈 1.8 LTZ+,520만원,112,"120,395km",가솔린,,"1,796cc",흰색,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0,KCar
기아,올 뉴 K7 2.4 GDI  노블레스,"1,950만원",58,"58,656km",가솔린,,"2,359cc",검정색,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,KCar
쉐보레(GM대우),스파크 LS 스타,420만원,141,"76,449km",가솔린,,995cc,흰색,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,KCar
현대,싼타페 TM 디젤 2.2 4WD 익스클루시브,"2,000만원",66,"105,534km",디젤,,"2,199cc",은색,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,KCar
현대,싼타페 DM 디젤(e-VGT) 2.0 4WD 프리미엄,"1,490만원",109,"72,604km",디젤,,"1,995cc",흰색,2,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,KCar
현대,쏘나타 DN8 2.0 가솔린 프리미엄 패밀리,"2,140만원",35,"26,454km",가솔린,,"1,999cc",흰색,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,KCar
현대,더 뉴 팰리세이드 디젤 2.2 2WD 캘리그래피,"4,480만원",20,"24,030km",디젤,,"2,199cc",흰색,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,KCar
르노코리아(삼성),QM5 네오 디젤 4WD RE,870만원,117,"52,088km",디젤,,"1,995cc",흰색,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,KCar
기아,스포티지 4세대 가솔린 2.0 2WD 노블레스,"1,500만원",79,"86,204km",가솔린,,"1,999cc",검정색,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1,KCar
현대,아반떼 AD 1.6 GDI 밸류 플러스,"1,250만원",84,"70,733km",가솔린,,"1,591cc",쥐색,3,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,KCar
KG모빌리티(쌍용),토레스 가솔린 1.5 2WD T5,"2,280만원",21,"15,442km",가솔린,,"1,497cc",흰색,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,KCar
기아,더 뉴 모하비 디젤 3.0 4WD VIP,"2,090만원",75,"112,075km",디젤,,"2,959cc",검정색,2,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,KCar
르노코리아(삼성),뉴 QM6 LPG 2.0 (일반인 판매용) LE,"1,930만원",31,"55,285km",LPG,,"1,998cc",쥐색,2,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,KCar
기아,K5 하이브리드 500h 럭셔리,840만원,117,"116,677km",가솔린+전기,,"1,999cc",흰색,5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1,KCar
르노코리아(삼성),SM7 노바 2.5 V6,"1,430만원",54,"26,595km",가솔린,,"2,495cc",쥐색,3,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,KCar
르노코리아(삼성),QM3 LE,750만원,101,"73,526km",디젤,,"1,461cc",쥐색,5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,KCar
기아,셀토스 디젤 1.6 4WD 시그니처,"2,350만원",36,"66,307km",디젤,,"1,598cc",진주색,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,KCar
기아,더 뉴 레이 시그니처,"1,390만원",31,"25,871km",가솔린,,998cc,진주색,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,KCar
기아,올 뉴 K7 3.0 LPI 럭셔리,"1,540만원",66,"86,071km",LPG,,"2,999cc",검정색,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,KCar
기아,셀토스 가솔린 터보 1.6 2WD 노블레스,"1,690만원",53,"100,172km",가솔린,,"1,591cc",검정색,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,KCar
현대,더 뉴 그랜저 하이브리드 가솔린 2.4 하이브리드 익스클루시브,"2,780만원",49,"93,856km",가솔린+전기,,"2,359cc",검정색,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1,KCar
KG모빌리티(쌍용),토레스 가솔린 1.5 2WD T7,"2,850만원",9,"15,319km",가솔린,,"1,497cc",흰색,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,KCar
쉐보레(GM대우),트레일블레이저 1.3 가솔린 터보 2WD RS,"1,920만원",39,"77,718km",가솔린,,"1,341cc",흰색,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,KCar
르노코리아(삼성),SM3 Z.E RE,550만원,112,"75,495km",전기,,74cc,진주색,5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,KCar
쉐보레(GM대우),트레일블레이저 1.3 가솔린 터보 2WD RS,"1,880만원",34,"50,685km",가솔린,,"1,341cc",검정색,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,KCar
기아,K7 프리미어 가솔린 3.0  시그니처,"2,390만원",56,"87,996km",가솔린,,"2,999cc",검정색,2,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,KCar
기아,K5 3세대 가솔린 2.0 노블레스,"2,390만원",40,"25,489km",가솔린,,"1,999cc",흰색,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,KCar
현대,베뉴 1.6 플럭스,"1,620만원",45,"40,974km",가솔린,,"1,598cc",흰색,3,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,KCar
기아,K7 프리미어 디젤 2.2 노블레스,"2,350만원",49,"92,000km",디젤,,"2,199cc",흰색,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1,KCar
현대,포터2 CRDi 카고 초장축 슈퍼캡  스마트,"2,040만원",18,"18,589km",디젤,,"2,497cc",흰색,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,KCar
기아,더 뉴 니로 노블레스,"1,750만원",52,"80,084km",가솔린+전기,,"1,580cc",청색,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,KCar
제네시스,G90 가솔린 4WD 3.8 프리미엄 럭셔리,"3,950만원",58,"105,181km",가솔린,,"3,778cc",검정색,2,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1,KCar
기아,모닝 어반 가솔린 1.0 시그니쳐,"1,430만원",27,"12,991km",가솔린,,998cc,흰색,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,KCar
현대,그랜저 HG HG220 디젤 모던,"1,140만원",117,"81,981km",디젤,,"2,199cc",흰색,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,KCar
기아,더 뉴 모닝 디럭스,670만원,96,"34,135km",가솔린,,998cc,진주색,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,KCar
기아,더 뉴 레이 베스트 셀렉션,"1,510만원",27,"4,801km",가솔린,,998cc,흰색,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,KCar
제네시스,GV70 가솔린 터보 2.5 AWD,"5,090만원",26,"17,974km",가솔린,,"2,497cc",흰색,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1,KCar
기아,레이 터보 프레스티지,930만원,116,"92,489km",가솔린,,998cc,검정색,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0,KCar
기아,올 뉴 카니발 9인승 노블레스 스페셜,"2,130만원",81,"78,582km",디젤,,"2,199cc",흰색,5,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,KCar
기아,올 뉴 모닝 (JA) 프레스티지,990만원,65,"42,067km",가솔린,,998cc,검정색,5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,KCar
기아,올 뉴 카니발 가솔린 9인승 노블레스,"1,890만원",89,"84,880km",가솔린,,"3,342cc",흰색,5,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,KCar
현대,아반떼 AD 1.6 GDI 밸류 플러스,980만원,86,"89,686km",가솔린,,"1,591cc",쥐색,3,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1,KCar
르노코리아(삼성),SM6 1.6 TCe RE,"1,250만원",83,"55,767km",가솔린,,"1,618cc",흰색,3,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,KCar
제네시스,G90 가솔린 4WD 3.8 프리미엄 럭셔리,"4,480만원",57,"89,393km",가솔린,,"3,778cc",쥐색,2,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,KCar
현대,제네시스 DH G330 프리미엄,"1,920만원",95,"69,053km",가솔린,,"3,342cc",검정색,3,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,KCar
기아,레이 디럭스 스페셜,530만원,129,"88,653km",가솔린,,998cc,빨간색,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,KCar
KG모빌리티(쌍용),렉스턴 스포츠 디젤 2.2 2WD 프레스티지 스폐셜,"1,990만원",39,"7,680km",디젤,,"2,157cc",쥐색,3,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0,KCar
현대,LF 쏘나타 2.0 터보 익스클루시브,"1,230만원",109,"68,979km",가솔린,,"1,998cc",청색,4,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,KCar
기아,올 뉴 카니발 9인승 럭셔리,"1,540만원",87,"86,334km",디젤,,"2,199cc",흰색,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,KCar
KG모빌리티(쌍용),뷰티풀 코란도 가솔린 2WD C5 플러스,"1,790만원",45,"33,143km",가솔린,,"1,497cc",흰색,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,KCar
현대,싼타페 TM 디젤 2.0 2WD 익스클루시브,"1,850만원",59,"76,752km",디젤,,"1,995cc",쥐색,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,KCar
기아,셀토스 가솔린 터보 1.6 2WD 그래비티,"2,440만원",41,"30,780km",가솔린,,"1,591cc",흰색,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,KCar
기아,모닝 어반 가솔린 1.0 스탠다드,950만원,38,"18,831km",가솔린,,998cc,흰색,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,KCar
현대,올 뉴 투싼 디젤 2.0 2WD 스마트,"1,650만원",74,"50,890km",디젤,,"1,995cc",흰색,2,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0,KCar
기아,올 뉴 모닝 (JA) 럭셔리,790만원,80,"35,341km",가솔린,,998cc,은색,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,KCar
현대,그랜저 IG 3.0 LPi 익스클루시브 (렌터카용),"2,170만원",77,"78,237km",LPG,,"2,999cc",검정색,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,KCar
제네시스,G80 (RG3) 가솔린 터보 2.5 AWD,"5,200만원",26,"24,509km",가솔린,,"2,497cc",흰색,3,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,KCar
기아,스포티지 4세대 디젤 1.7 2WD 노블레스 세부등급 없음,"1,620만원",69,"30,421km",디젤,,"1,685cc",흰색,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,KCar
기아,K5 3세대 가솔린 2.0 트렌디,"1,890만원",36,"62,316km",가솔린,,"1,999cc",흰색,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,KCar
기아,올 뉴 쏘렌토 디젤 2.0 2WD 노블레스 스페셜,"1,580만원",87,"93,798km",디젤,,"1,995cc",쥐색,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,KCar
르노코리아(삼성),뉴 QM6 LPG 2.0 (일반인 판매용) 프리미에르,"2,290만원",35,"59,367km",LPG,,"1,998cc",흰색,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,KCar
현대,LF 쏘나타 2.0 프리미엄 세부등급 없음,"1,520만원",87,"67,982km",가솔린,,"1,999cc",은회색,2,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,KCar
기아,올 뉴 K7 3.0 LPI 럭셔리,"1,690만원",72,"83,408km",LPG,,"2,999cc",검정색,2,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,KCar
기아,올 뉴 카니발 9인승 노블레스,"1,590만원",97,"98,856km",디젤,,"2,199cc",흰색,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,KCar
제네시스,G80 3.3 GDI 프리미엄 럭셔리,"2,200만원",72,"142,190km",가솔린,,"3,342cc",검정색,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,KCar
르노코리아(삼성),XM3 가솔린 터보 1.3 RE 시그니쳐,"1,730만원",49,"47,071km",가솔린,,"1,332cc",청색,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,KCar
기아,뉴 쏘렌토 R 디젤 2.0 2WD 트렌디,"1,070만원",124,"105,573km",디젤,,"1,995cc",쥐색,3,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0,KCar
기아,더 뉴 레이 럭셔리,"1,170만원",59,"37,299km",가솔린,,998cc,빨간색,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0,KCar
기아,더 뉴 모닝 (JA) 가솔린 1.0 프레스티지,"1,720만원",7,"4,561km",가솔린,,998cc,녹색,2,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,KCar
기아,K7 프리미어 가솔린 2.5 노블레스,"2,450만원",56,"56,131km",가솔린,,"2,497cc",청색,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,KCar
기아,모닝 어반 가솔린 1.0 베스트 셀렉션,"1,280만원",24,"3,867km",가솔린,,998cc,진주색,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0,KCar
현대,포터2 일렉트릭 초장축 슈퍼캡 프리미엄 스페셜,"1,750만원",38,"62,343km",전기,,180cc,흰색,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,KCar
기아,모하비 더 마스터 디젤 3.0 4WD 마스터즈 5인승,"3,960만원",29,"30,979km",디젤,,"2,959cc",쥐색,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,KCar
현대,제네시스 쿠페 200 터보 RW,620만원,162,"119,884km",가솔린,,"1,998cc",흰색,7,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1,KCar
현대,그랜저 IG 3.0 LPi 익스클루시브 (렌터카용),"2,130만원",81,"55,773km",LPG,,"2,999cc",쥐색,5,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,KCar
기아,올 뉴 쏘렌토 디젤 2.2 2WD 노블레스,"1,790만원",94,"54,829km",디젤,,"2,199cc",검정색,3,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,KCar
기아,더 뉴 레이 프레스티지,"1,350만원",36,"25,130km",가솔린,,998cc,하늘색,3,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0,KCar
기아,더 뉴 기아 레이 시그니처,"1,750만원",11,"11,055km",가솔린,,998cc,흰색,2,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,KCar
르노코리아(삼성),QM6 가솔린 2WD RE 시그니처,"1,680만원",66,"94,974km",가솔린,,"1,997cc",흰색,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,KCar
현대,엑센트(신형) 1.6 GDI 탑,560만원,133,"102,278km",가솔린,,"1,591cc",흰색,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,KCar
르노코리아(삼성),뉴QM3 RE 세부등급 없음,"1,290만원",56,"37,213km",디젤,,"1,461cc",쥐색,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,KCar
현대,더 뉴 아반떼 1.6 GDi 스마트 기본형,820만원,107,"73,280km",가솔린,,"1,591cc",흰색,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,KCar
현대,쏘나타 DN8 하이브리드 인스퍼레이션,"2,690만원",37,"67,113km",가솔린+전기,,"1,999cc",흰색,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,KCar
기아,카니발 (4세대) 디젤 2.2 (7인승) 노블레스,"3,070만원",42,"61,766km",디젤,,"2,151cc",흰색,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,KCar
기아,올 뉴 쏘렌토 디젤 2.0 4WD 프레스티지,"1,530만원",101,"73,102km",디젤,,"1,995cc",검정색,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,KCar
현대,팰리세이드 가솔린 3.8 4WD 프레스티지 (7인승),"3,130만원",57,"53,217km",가솔린,,"3,778cc",청색,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,KCar
르노코리아(삼성),SM6 2.0 GDe LE,"1,520만원",50,"49,385km",가솔린,,"1,997cc",흰색,3,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,KCar
르노코리아(삼성),뉴 QM6 LPG 2.0 (일반인 판매용) RE 시그니처,"1,940만원",40,"92,747km",LPG,,"1,998cc",쥐색,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,KCar
쉐보레(GM대우),더 뉴 트랙스 1.4 LT 코어,"1,430만원",48,"24,755km",가솔린,,"1,362cc",쥐색,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,KCar
기아,모닝 어반 가솔린 1.0 스탠다드,"1,010만원",31,"10,301km",가솔린,,998cc,흰색,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,KCar
현대,아반떼 AD 1.6 GDI 밸류 플러스,"1,090만원",82,"89,824km",가솔린,,"1,591cc",흰색,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1,KCar
현대,캐스퍼 가솔린 1.0 터보 인스퍼레이션,"1,750만원",20,"17,074km",가솔린,,998cc,녹색,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,KCar
기아,스토닉 1.6 디젤 트렌디,990만원,73,"108,019km",디젤,,"1,582cc",청색,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1,KCar
쉐보레(GM대우),트래버스 가솔린 4WD 3.6 AWD 레드라인,"3,250만원",30,"36,910km",가솔린,,"3,564cc",흰색,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1,KCar
현대,LF 쏘나타 2.0 터보 익스클루시브,"1,420만원",98,"118,315km",가솔린,,"1,998cc",흰색,3,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,KCar
쉐보레(GM대우),더 뉴 스파크 프리미어,970만원,39,"27,659km",가솔린,,999cc,진주색,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,KCar
르노코리아(삼성),QM6 디젤 4WD RE 시그니처,"1,620만원",80,"59,619km",디젤,,"1,995cc",흰색,2,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,KCar
기아,K7 프리미어 LPG 3.0 (렌터카) 트렌디,"2,140만원",48,"68,496km",LPG,,"2,999cc",검정색,2,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,KCar
현대,팰리세이드 가솔린 3.8 4WD 캘리그래피 (7인승),"3,590만원",38,"30,510km",가솔린,,"3,778cc",쥐색,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,KCar
기아,올 뉴 모닝 디럭스 스페셜,460만원,145,"67,779km",가솔린,,998cc,쥐색,4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,KCar
기아,더 뉴 봉고III 트럭 CRDi 카고 1톤 2WD 초장축 킹캡 GL,"1,790만원",51,"7,268km",디젤,,"2,497cc",청색,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,KCar
현대,아반떼 AD 1.6 GDI 밸류 플러스,"1,140만원",76,"53,603km",가솔린,,"1,591cc",은색,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,KCar
기아,모하비 4WD KV300 세부등급 없음,"1,740만원",145,"37,854km",디젤,,"2,959cc",검정색,2,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,KCar
쉐보레(GM대우),올란도 2.0 디젤 LT 세이프티팩,830만원,109,"73,299km",디젤,,"1,998cc",청색,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,KCar
현대,싼타페 DM 디젤(e-VGT) 2.0 4WD 프리미엄,"1,080만원",132,"87,244km",디젤,,"1,995cc",청색,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,KCar
기아,더 뉴 카니발 9인승 프레스티지,"2,010만원",57,"92,801km",디젤,,"2,199cc",쥐색,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,KCar
KG모빌리티(쌍용),베리 뉴 티볼리 1.5 가솔린 2WD 리미티드 에디션,"1,210만원",43,"59,212km",가솔린,,"1,497cc",주황색,3,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,KCar
기아,K5 3세대 가솔린 2.0 노블레스,"2,920만원",9,"7,570km",가솔린,,"1,999cc",검정색,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,KCar
제네시스,G80 3.3 GDI AWD 프리미엄 럭셔리,"1,970만원",74,"123,667km",가솔린,,"3,342cc",검정색,3,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,KCar
쉐보레(GM대우),스파크 스트라이프 에디션,430만원,137,"67,358km",가솔린,,995cc,빨간색,5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,KCar
현대,쏘나타 뉴 라이즈 2.0 프리미엄 스페셜,"1,570만원",69,"125,327km",가솔린,,"1,999cc",검정색,3,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,KCar
기아,올 뉴 모닝 럭셔리 스포츠,720만원,118,"54,499km",가솔린,,998cc,흰색,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0,KCar
현대,더 뉴 팰리세이드 가솔린 3.8 2WD  프레스티지,"3,990만원",19,"13,198km",가솔린,,"3,778cc",쥐색,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,KCar
기아,K3 노블레스,930만원,134,"51,429km",가솔린,,"1,591cc",흰색,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,KCar
현대,더 뉴 그랜드 스타렉스 밴 3인승 스마트,"2,030만원",53,"21,177km",디젤,,"2,497cc",은회색,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,KCar
제네시스,GV80 가솔린 2.5 AWD (5인승),"7,090만원",30,"17,668km",가솔린,,"2,497cc",청색,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,KCar
현대,팰리세이드 가솔린 3.8 4WD 캘리그래피 (7인승),"3,780만원",25,"26,811km",가솔린,,"3,778cc",흰색,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,KCar
현대,YF 쏘나타 CVVL 그랜드,650만원,144,"77,648km",가솔린,,"1,999cc",검정색,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,KCar
현대,싼타페 DM 디젤(e-VGT) 2.0 2WD 익스클루시브 세부등급 없음,"1,320만원",122,"86,712km",디젤,,"1,995cc",흰색,2,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,KCar
현대,포터2 CRDi 카고 초장축 슈퍼캡  스마트,990만원,72,"105,771km",디젤,,"2,497cc",청색,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,KCar
르노코리아(삼성),XM3 가솔린 터보 1.3 RE 시그니쳐,"1,580만원",48,"89,023km",가솔린,,"1,332cc",흰색,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,KCar
