브랜드,차이름,가격,연식,주행거리,연료,변속기,배기량,색상,소유자변경,썬루프,내비게이션,스마트키,오토라이트,주차감지센서,열선시트,통풍시트,가죽시트,사고이력,사이트
현대,그랜저HGHG300 익스클루시브,540만원,13년07월(14년형),"193,512km",가솔린,오토,"2,999cc",검정색,5회,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,chacha
현대,더 뉴 그랜저2.5 프리미엄,"2,200만원",20년04월(20년형),"101,123km",가솔린,오토,"2,497cc",검정,1회,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,chacha
한국GM,트래버스3.6 V6 LT Leather Premium,"2,590만원",20년01월(20년형),"43,000km",가솔린,오토,"3,564cc",흰색,1회,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,chacha
현대,더 뉴 아반떼 ADSmartstream G1.6 스마트초이스,"1,390만원",19년07월(20년형),"74,303km",가솔린,오토,"1,598cc",흰색,1회,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,chacha
제네시스,GV803.0 디젤 AWD,"6,330만원",20년03월(20년형),"50,889km",디젤,오토,"2,996cc",검정색,없음,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,chacha
현대,싼타페 DMR2.0 4WD PREMIUM,790만원,13년06월(14년형),"198,150km",디젤,오토,"1,995cc",흰색,1회,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,chacha
기아,K3럭셔리,600만원,14년04월(14년형),"82,117km",가솔린,오토,"1,599cc",회색,4회,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,chacha
현대,올 뉴 아반떼1.6 가솔린 N Line 인스퍼레이션,"2,350만원",21년03월(21년형),"30,002km",가솔린,오토,"1,598cc",빨강,4회,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,chacha
현대,벨로스터DCT Pack,650만원,13년07월(13년형),"66,833km",가솔린,오토,0cc,노랑색,4회,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,chacha
기아,올 뉴 카니발9인승 2.2 디젤 노블레스,"1,970만원",16년10월(17년형),"79,272km",디젤,오토,"2,199cc",검정색,1회,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,chacha
현대,넥쏘프리미엄,"1,849만원",19년07월(19년형),"100,935km",기타,오토,0cc,쥐색,2회,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,chacha
제네시스,G905.0 GDi AWD 프레스티지,"5,100만원",20년01월(20년형),"111,197km",가솔린,오토,"5,038cc",회색,1회,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,chacha
르노코리아,뉴SM5LPLi 택시렌터카 고급형,190만원,11년03월(11년형),"366,539km",LPG,오토,"1,490cc",은색,4회,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,chacha
KG모빌리티,코란도 스포츠CX7 4WD 패션,619만원,12년05월(12년형),"152,986km",디젤,오토,"1,998cc",쥐색,2회,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,chacha
기아,더 뉴 봉고3내장탑차 1톤 플러스형 킹캡 초장축 L,"2,000만원",21년04월(22년형),"34,381km",디젤,오토,"2,497cc",흰색,2회,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,chacha
한국GM,노부스대형카고 6X4,"4,700만원",16년12월(17년형),"648,807km",디젤,수동,"6,728cc",흰색,3회,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,chacha
현대,엑센트1.6 GDi Premier,499만원,11년01월(11년형),"103,114km",가솔린,오토,"1,591cc",인기색상,3회,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,chacha
한국GM,임팔라3.6 LTZ,"1,010만원",15년09월(16년형),"79,343km",가솔린,오토,"3,564cc",은색,5회,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,chacha
기아,더 뉴 카니발9인승 2.2 디젤 럭셔리,"2,330만원",19년10월(20년형),"44,833km",디젤,오토,"2,199cc",검정,1회,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,chacha
기아,더 뉴 레이 밴1.0 가솔린 밴 2인승 고급형,790만원,19년03월(19년형),"62,982km",가솔린,오토,999cc,은색,2회,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,chacha
한국GM,대우트럭윙바디,"3,200만원",14년07월(15년형),"411,180km",디젤,수동,"5,880cc",흰색,5회,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,chacha
현대,더 뉴 그랜저2.5 프리미엄 초이스,"1,900만원",20년01월(20년형),"149,396km",가솔린,오토,0cc,인기색상,2회,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,chacha
르노코리아,더 뉴 QM62.0 LPe 2WD RE Signature,"2,030만원",20년04월(20년형),"47,000km",LPG,CVT,"1,998cc",보라색,없음,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,chacha
현대,펠리세이드2.2 디젤 7인승 AWD 프레스티지,"3,530만원",19년01월(19년형),"25,108km",디젤,오토,"2,199cc",파랑색,없음,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,chacha
제네시스,G70 SPORT3.3T SPORT AWD Prestige,"3,050만원",19년07월(19년형),"87,109km",가솔린,오토,0cc,흰색,2회,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,chacha
현대,그랜저IG3.0 익스클루시브 기본형,"1,750만원",18년01월(18년형),"92,397km",가솔린,오토,"2,999cc",검정색,3회,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,chacha
제네시스,EQ9005.0 GDI AWD 프레스티지 리무진,"1,990만원",16년06월(16년형),"228,927km",가솔린,오토,"5,038cc",검정색,1회,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,chacha
현대,그랜저 뉴 럭셔리Q270 프리미어 스마트팩,299만원,08년02월(09년형),"182,300km",가솔린,오토,"2,656cc",검정색,11회,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,chacha
현대,더 뉴 싼타페 TM디젤 2.2 2WD 프리미엄 초이스,"2,520만원",21년08월(21년형),"84,090km",디젤,오토,"2,151cc",회색,1회,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,chacha
기아,봉고31톤 내장탑차 킹캡 하이탑,400만원,12년06월(12년형),"153,546km",디젤,수동,"2,497cc",흰색,4회,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,chacha
현대,포터2초장축 하이내장탑차 슈퍼캡 SUP,"1,670만원",20년10월(20년형),"65,492km",디젤,오토,"2,499cc",흰색,1회,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,chacha
현대,그랜저IG3.0 익스클루시브 기본형,"2,030만원",17년11월(18년형),"63,302km",가솔린,오토,"2,999cc",검정색,1회,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,chacha
르노코리아,The New QM62.0 LPe 2WD RE,"3,010만원",23년08월(24년형),44km,LPG,오토,"1,998cc",흰색,없음,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0,chacha
현대,아이오닉I+,"1,490만원",16년07월(16년형),"39,935km",하이브리드(가솔린),오토,"1,580cc",회색,없음,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,chacha
기아,더 뉴 봉고31톤 킹캡 초장축 2WD L 라이트,"1,590만원",20년03월(20년형),"52,151km",디젤,오토,"2,497cc",흰색,3회,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,chacha
기아,더 뉴 K5 2세대렌터카 2.0 LPI 프레스티지,"1,430만원",18년09월(19년형),"81,341km",LPG,오토,"1,999cc",회색,3회,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,chacha
기아,뉴쏘렌토R디젤 2.0 2WD 노블레스,"1,260만원",14년01월(14년형),"84,478km",디젤,오토,"1,995cc",미색,3회,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,chacha
현대,싼타페 CM2WD MLX 럭셔리,570만원,10년03월(10년형),"134,647km",디젤,오토,"1,995cc",흰색,없음,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,chacha
기아,더 뉴 쏘렌토2.0 디젤 2WD 프레스티지,"1,920만원",19년07월(20년형),"120,521km",디젤,오토,"1,995cc",흰색,1회,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,chacha
현대,제네시스DHG330 프리미엄,"1,300만원",14년07월(15년형),"165,870km",가솔린,오토,"3,300cc",회색,1회,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,chacha
제네시스,G802.5 T-GDi AWD,"4,050만원",20년05월(21년형),"64,991km",가솔린,오토,"2,497cc",회색,1회,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,chacha
기아,셀토스1.6 가솔린 터보 2WD 프레스티지,"1,650만원",19년09월(20년형),"63,690km",가솔린,오토,"1,591cc",흰색,1회,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,chacha
기아,올 뉴 카니발9인승 2.2 디젤 럭셔리,"1,420만원",17년12월(18년형),"104,850km",디젤,오토,0cc,검정색,4회,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,chacha
현대,그랜저TGQ270 기본형,200만원,08년01월(08년형),"84,609km",가솔린,오토,"2,699cc",검정색,없음,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,chacha
제네시스,G803.5 T-GDi AWD,"5,190만원",20년09월(21년형),"34,026km",가솔린,오토,0cc,파랑색,4회,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,chacha
현대,포터2초장축 슈퍼캡 냉동탑차 모던플러스,"2,490만원",21년10월(22년형),"112,370km",디젤,오토,"2,497cc",인기색상,2회,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0,chacha
한국GM,올뉴마티즈SX Orange Edition,180만원,08년04월(08년형),"127,201km",가솔린,오토,796cc,검정색,5회,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,chacha
기아,더 뉴 쏘렌토2.2 디젤 4WD 프레스티지,"1,700만원",18년06월(19년형),"177,716km",디젤,오토,"2,199cc",검정색,2회,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,chacha
KG모빌리티,베리 뉴 티볼리가솔린 V3 2WD 기본형,"1,620만원",20년07월(21년형),"29,000km",가솔린,오토,"1,497cc",파랑색,2회,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,chacha
현대,더 뉴 코나1.6 가솔린 터보 2WD 모던,"2,220만원",21년07월(21년형),"16,376km",가솔린,오토,"1,598cc",회색,없음,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0,chacha
현대,그랜저IG디젤 2.2 프리미엄 기본형,"1,870만원",17년12월(18년형),"93,989km",디젤,오토,0cc,회색,4회,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,chacha
기아,스포티지 R2WD 디젤 TLX 최고급형,699만원,12년09월(13년형),"113,653km",디젤,오토,0cc,흰색,1회,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,chacha
현대,포터2초장축 슈퍼캡 내장탑차 모던플러스,"1,930만원",21년01월(21년형),"36,000km",디젤,수동,"2,607cc",흰색,5회,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,chacha
기아,더 뉴 쏘렌토2.0 디젤 2WD 노블레스,"2,080만원",19년03월(20년형),"88,926km",디젤,오토,"1,995cc",흰색,1회,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,chacha
현대,아이오닉6롱레인지 익스클루시브,"3,700만원",22년11월(23년형),"12,297km",전기,오토,0cc,흰색,4회,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,chacha
현대,제네시스BH330 PREMIUM 스페셜,"1,030만원",12년07월(13년형),"96,141km",가솔린,오토,"3,342cc",회색,3회,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,chacha
기아,더 뉴 카니발9인승 2.2 디젤 프레스티지,"2,280만원",19년10월(20년형),"55,757km",디젤,오토,"2,199cc",흰색,1회,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,chacha
현대,더 뉴 그랜드 스타렉스밴 3인승 스타일,"1,650만원",19년06월(19년형),"56,251km",디젤,오토,"2,497cc",흰색,1회,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,chacha
기아,더 뉴 쏘렌토2.0 디젤 2WD 마스터,"2,250만원",19년04월(20년형),"76,342km",디젤,오토,"1,995cc",흰색,3회,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,chacha
현대,더 뉴 그랜드 스타렉스밴 3인승 스타일,"1,870만원",19년01월(19년형),"45,241km",디젤,오토,"2,497cc",회색,1회,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,chacha
현대,싼타페 CM2WD MLX 디럭스,510만원,09년12월(10년형),"152,463km",디젤,오토,0cc,흰색,9회,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,chacha
르노코리아,뉴SM3SE PLUS Art,420만원,14년01월(14년형),"120,587km",가솔린,오토,"1,600cc",흰색,5회,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0,chacha
KG모빌리티,뉴체어맨WCW600 4TRONIC 프레스티지,830만원,12년05월(12년형),"98,060km",가솔린,오토,"3,199cc",검정색,3회,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,chacha
현대,아반떼MDM16 GDi LUXURY,550만원,11년09월(12년형),"130,088km",가솔린,오토,0cc,흰색,3회,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,chacha
기아,더 뉴 카니발하이리무진 2.2 디젤 7인승 프레지던트,"2,220만원",18년05월(19년형),"116,946km",디젤,오토,"2,199cc",흰색,3회,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,chacha
기아,K7 프리미어 하이브리드2.4 HEV 시그니처,"3,200만원",21년03월(21년형),"43,961km",하이브리드(가솔린),오토,0cc,흰색,2회,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,chacha
기아,더 K93.8 GDI AWD 그랜드 플래티넘,"2,350만원",18년11월(19년형),"197,909km",가솔린,오토,0cc,검정색,3회,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,chacha
기아,K7 프리미어2.5 GDi X 에디션,"2,090만원",20년03월(20년형),"127,465km",가솔린,오토,"2,497cc",쥐색,2회,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,chacha
르노코리아,SM7 뉴아트SE PLUS,249만원,08년03월(08년형),"158,611km",가솔린,오토,"2,349cc",검정색,6회,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,chacha
현대,쏘나타 2.0 모던,"2,130만원",21년08월(22년형),"36,658km",가솔린,오토,"1,999cc",회색,1회,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,chacha
기아,올 뉴 K72.4 GDI 프레스티지,"1,630만원",19년07월(19년형),"65,329km",가솔린,오토,"2,359cc",회색,1회,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,chacha
기아,올 뉴 쏘울1.6 GDi 노블레스,"1,099만원",14년10월(15년형),"71,829km",가솔린,오토,"1,591cc",흰색,2회,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,chacha
기아,K7 프리미어2.5 GDi 노블레스,"2,320만원",19년09월(20년형),"32,909km",가솔린,오토,"2,497cc",파랑,1회,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,chacha
현대,싼타페 더 프라임디젤 R2.0 4WD 5인승 익스클루시브 스페셜,"1,670만원",16년07월(16년형),"70,221km",디젤,오토,"1,995cc",은색,2회,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,chacha
현대,포터2 일렉트릭저상내장탑차,"3,380만원",21년12월(21년형),"32,585km",전기,오토,180cc,흰색,2회,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,chacha
현대,YF쏘나타LPi 탑,629만원,10년04월(10년형),"87,497km",LPG,오토,"1,998cc",회색,1회,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,chacha
기아,더 뉴 봉고3 EV냉동탑차 1톤 저상형 킹캡 초장축 GL,"3,380만원",21년12월(21년형),"41,277km",전기,오토,180cc,흰색,2회,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,chacha
현대,아반떼 N2.0 T 기본형,"2,770만원",22년03월(22년형),"43,065km",가솔린,수동,0cc,검정색,없음,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,chacha
현대,엑센트1.6 GDi Top,550만원,13년01월(12년형),"93,063km",가솔린,오토,0cc,회색,5회,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,chacha
기아,레이1.0 가솔린 디럭스,520만원,14년06월(15년형),"153,000km",가솔린,오토,0cc,흰색,9회,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0,chacha
기아,더 뉴 카렌스1.7 디젤 5인승 프레스티지,879만원,16년12월(17년형),"75,877km",디젤,오토,0cc,흰색,6회,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,chacha
현대,포터2 일렉트릭하이내장탑차,"2,890만원",22년07월(22년형),"23,090km",전기,오토,180cc,흰색,없음,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,chacha
기아,올 뉴 K3 GT1.6 T-GDi 5도어 플러스,"1,570만원",19년02월(19년형),"61,629km",가솔린,오토,"1,591cc",검정색,1회,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,chacha
한국GM,트레일블레이저1.35 가솔린 2WD RS,"1,550만원",20년07월(21년형),"103,564km",가솔린,오토,0cc,흰색,1회,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,chacha
기아,올 뉴 K72.4 GDI 프레스티지,"1,590만원",19년02월(19년형),"118,776km",가솔린,오토,"2,359cc",진주색,없음,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,chacha
KG모빌리티,렉스턴 스포츠2.2 4WD 프레스티지 스페셜,"1,920만원",19년09월(20년형),"94,104km",디젤,오토,"2,157cc",쥐색,1회,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,chacha
현대,더 올 뉴 투싼가솔린 1.6T 2WD 모던,"2,699만원",23년07월(23년형),"6,124km",가솔린,오토,"1,598cc",흰색,1회,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,chacha
르노코리아,QM62.0 4WD RE Signature,"1,430만원",16년12월(17년형),"56,065km",디젤,SAT,"1,995cc",흰색,2회,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,chacha
르노코리아,QM5 NEO디젤 2.0 4WD LE 기본형,620만원,14년04월(14년형),"112,992km",디젤,오토,0cc,회색,1회,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,chacha
기아,봉고31톤 내장탑차 초장축 경제형 킹캡 디럭스,499만원,10년10월(11년형),"84,998km",디젤,수동,"2,902cc",흰색,3회,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,chacha
기아,셀토스1.6 디젤 4WD 프레스티지,"1,450만원",20년06월(20년형),"113,006km",디젤,오토,"1,598cc",주황색,1회,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,chacha
현대,디 올 뉴 그랜저2.5 가솔린 2WD 익스클루시브,"4,100만원",23년08월(23년형),"12,349km",가솔린,오토,"2,500cc",인기색상,없음,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,chacha
기아,봉고31톤 윙바디 초장축 수동식 킹캡 럭셔리,430만원,12년04월(12년형),"182,893km",디젤,수동,"2,497cc",흰색,3회,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,chacha
기아,뉴오피러스GH330 고급형 럭셔리,420만원,07년04월(07년형),"73,505km",가솔린,오토,0cc,검정색,1회,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,chacha
기아,스팅어2.0 터보 2WD 플래티넘,"1,679만원",19년01월(19년형),"121,208km",가솔린,오토,"1,998cc",진주색,없음,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,chacha
기아,카니발 R그랜드카니발 GLX R 스페셜,350만원,11년09월(11년형),"210,886km",디젤,오토,"2,199cc",흰색,5회,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0,chacha
기아,레이1.0 가솔린 디럭스,520만원,14년05월(15년형),"133,094km",가솔린,오토,998cc,파랑색,5회,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,chacha
현대,올 뉴 투싼디젤2.0 2WD 모던,"1,699만원",20년03월(20년형),"121,376km",디젤,오토,"1,995cc",흰색,2회,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,chacha
현대,아반떼AD1.6 T-GDi 스포츠 오리지널,"1,250만원",17년04월(18년형),"53,604km",가솔린,수동,"1,591cc","파랑(남색,곤색)",없음,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,chacha
현대,더 뉴 그랜저 하이브리드2.4 익스클루시브,"2,650만원",20년04월(20년형),"142,119km",하이브리드(가솔린),오토,"2,399cc",흰색,1회,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,chacha
기아,카니발 4세대하이리무진 D2.2 7인승 시그니처,"5,299만원",22년01월(22년형),"31,534km",디젤,오토,"2,151cc",검정색,1회,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,chacha
현대,제네시스DHG330 모던,"1,590만원",15년02월(15년형),"63,847km",가솔린,오토,"3,342cc",회색,3회,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,chacha
제네시스,GV803.0 디젤 AWD,,22년05월(22년형),"32,078km",디젤,오토,0cc,검정색,없음,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,chacha
기아,더 뉴 카니발하이리무진 3.3 가솔린 7인승 프레지던트,"3,300만원",20년01월(20년형),"72,000km",가솔린,오토,"3,342cc",진주색,없음,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,chacha
현대,포터2초장축 하이내장탑차 슈퍼캡 PLUS,"2,030만원",20년09월(20년형),"4,900km",디젤,수동,"1,000cc",흰색,없음,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,chacha
기아,더 뉴 봉고3내장탑차 1톤 플러스형 킹캡 초장축 GL,"1,499만원",20년03월(20년형),"36,657km",디젤,오토,"2,497cc",흰색,3회,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,chacha
기아,올 뉴 모닝밴2인승밴 고급형,630만원,19년09월(20년형),"30,084km",가솔린,오토,999cc,흰색,1회,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,chacha
한국GM,쉐보레 스파크LT 기본형,350만원,13년06월(14년형),"149,000km",가솔린,오토,995cc,하늘색,5회,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0,chacha
KG모빌리티,뉴코란도 C2.0 CVX 4WD 최고급형,350만원,14년04월(14년형),"180,556km",디젤,오토,"1,999cc",빨강색,없음,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,chacha
한국GM,올 뉴 크루즈1.4 터보 LT 디럭스,760만원,17년09월(17년형),"93,657km",가솔린,오토,"1,399cc",남색,1회,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,chacha
르노코리아,뉴SM5LE,249만원,10년10월(11년형),"226,813km",가솔린,오토,"1,998cc",검정색,1회,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,chacha
현대,더 뉴 아반떼1.6 GDi 텐밀리언 리미티드,949만원,14년12월(15년형),"84,426km",가솔린,오토,"1,591cc",회색,6회,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,chacha
현대,뉴 투싼 ix디젤2WD 모던,990만원,13년07월(14년형),"73,550km",디젤,오토,0cc,회색,1회,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0,chacha
현대,엑센트1.6 VGT 스마트,420만원,13년05월(14년형),"109,395km",디젤,오토,"1,600cc",회색,3회,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,chacha
기아,스팅어3.3 터보 2WD GT,"1,750만원",17년07월(18년형),"154,274km",가솔린,오토,"3,342cc",빨강색,1회,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,chacha
기아,더 뉴 쏘렌토2.0 디젤 2WD 프레스티지,"2,020만원",19년01월(19년형),"82,382km",디젤,오토,"1,995cc",흰색,1회,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0,chacha
한국GM,쉐보레 크루즈52.0 LTZ+ 기본형,250만원,11년12월(12년형),"154,730km",디젤,오토,"1,999cc",검정색,7회,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,chacha
기아,더 뉴 봉고3파워게이트 1.2톤 수직형 킹캡 초장축 GL,"2,520만원",22년07월(22년형),"11,632km",디젤,수동,"2,499cc",파랑색,없음,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,chacha
현대,코나1.6 터보 모던 팝,"1,580만원",18년12월(19년형),"47,231km",가솔린,오토,"1,591cc",파랑,1회,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0,chacha
KG모빌리티,베리 뉴 티볼리디젤 V3 2WD 기본형,880만원,19년07월(20년형),"100,785km",디젤,오토,"1,597cc",파랑색,1회,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,chacha
현대,올 뉴 투싼디젤1.7 2WD 모던 피버 패키지,"1,190만원",16년05월(17년형),"85,883km",디젤,오토,"1,685cc",회색,1회,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,chacha
현대,포터2초장축 슈퍼캡 CRDi Smart,"1,599만원",21년03월(22년형),"68,492km",디젤,오토,"2,497cc",흰색,1회,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,chacha
기아,봉고31톤 내장탑차 킹캡,350만원,13년09월(13년형),"199,266km",디젤,수동,"2,497cc",흰색,4회,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,chacha
현대,그랜드스타렉스11인승 왜건 CVX 프리미엄,750만원,09년08월(10년형),"177,369km",디젤,오토,"2,497cc",회색,5회,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0,chacha
기아,올 뉴 카니발9인승 2.2 디젤 프레스티지,"1,490만원",15년02월(15년형),"97,839km",디젤,오토,"2,199cc",진주색,4회,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,chacha
기아,쏘렌토 4세대 하이브리드1.6 HEV 시그니처,"3,930만원",21년05월(21년형),"39,000km",하이브리드(가솔린),오토,"1,598cc",회색,없음,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,chacha
제네시스,GV803.5 Turbo 터보 가솔린 4WD,"5,650만원",20년12월(20년형),"35,700km",가솔린,오토,"3,470cc",골드코스트 실버,없음,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,chacha
현대,더 뉴 싼타페 TM가솔린 2.5T 2WD 익스클루시브,"2,999만원",23년07월(23년형),"16,746km",가솔린,오토,"2,497cc",회색,1회,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,chacha
르노코리아,뉴 QM62.0 LPe 2WD PREMIERE,"2,950만원",23년08월(24년형),"16,541km",LPG,오토,"1,998cc",흰색,1회,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,chacha
현대,더 뉴 아반떼 ADSmartstream G1.6 스마트,"1,450만원",18년11월(19년형),"45,020km",가솔린,CVT,"1,598cc",검정색,1회,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,chacha
